TARGET, TARGETLABEL, STAT, LABEL, TRAIN, VALIDATE, TEST, 
DEP_DEL15, , _NOBS_, Sum of Frequencies, 67822, 67826, 
DEP_DEL15, , _SUMW_, Sum of Case Weights Times Freq, 135644, 135652, 
DEP_DEL15, , _MISC_, Misclassification Rate, 0.1563209578, 0.1630790552, 
DEP_DEL15, , _MAX_, Maximum Absolute Error, 0.9384227362, 0.9527036182, 
DEP_DEL15, , _SSE_, Sum of Squared Errors, 15616.420901, 17445.88031, 
DEP_DEL15, , _ASE_, Average Squared Error, 0.1151279887, 0.1286076159, 
DEP_DEL15, , _RASE_, Root Average Squared Error, 0.3393051557, 0.35861904, 
DEP_DEL15, , _DIV_, Divisor for ASE, 135644, 135652, 
DEP_DEL15, , _DFT_, Total Degrees of Freedom, 67822, 
