TARGET, TARGETLABEL, STAT, LABEL, TRAIN, VALIDATE, TEST, 
DEP_DEL15, , _NOBS_, Sum of Frequencies, 67822, 67826, 
DEP_DEL15, , _MISC_, Misclassification Rate, 0.1647842883, 0.1648040574, 
DEP_DEL15, , _MAX_, Maximum Absolute Error, 0.893850754, 0.893850754, 
DEP_DEL15, , _SSE_, Sum of Squared Errors, 18170.55684, 18221.303626, 
DEP_DEL15, , _ASE_, Average Squared Error, 0.1339576895, 0.1343238848, 
DEP_DEL15, , _RASE_, Root Average Squared Error, 0.3660023081, 0.3665022303, 
DEP_DEL15, , _DIV_, Divisor for ASE, 135644, 135652, 
DEP_DEL15, , _DFT_, Total Degrees of Freedom, 67822, 
